,0,1,2,3,4
69260,javascript,,,,
69261,c#,.net,regex,,
69262,php,,,,
69263,python,django,,,
69264,iphone,,,,
69265,python,django,debugging,,
69266,html,css,,,
69267,ruby,,,,
69268,java,,,,
69269,c#,.net,winforms,,
69270,python,django,,,
69271,css,,,,
69272,iphone,,,,
69273,asp.net,,,,
69274,eclipse,,,,
69275,ruby-on-rails,,,,
69276,android,,,,
69277,python,,,,
69278,iphone,,,,
69279,c++,,,,
69280,c#,wpf,,,
69281,html,css,,,
69282,c#,.net,,,
69283,windows,,,,
69284,iphone,objective-c,,,
69285,c#,asp.net,winforms,.net,
69286,html,,,,
69287,ruby-on-rails,,,,
69288,delphi,,,,
69289,debugging,,,,
69290,c++,,,,
69291,c,,,,
69292,c#,,,,
69293,windows,,,,
69294,c#,,,,
69295,python,django,,,
69296,c#,xml,,,
69297,javascript,jquery,,,
69298,java,,,,
69299,c++,,,,
69300,c,,,,
69301,sql-server,,,,
69302,php,,,,
69303,c#,,,,
69304,vb.net,winforms,,,
69305,asp.net,javascript,,,
69306,sql,,,,
69307,html,css,,,
69308,python,,,,
69309,c++,c,,,
69310,c#,,,,
69311,iphone,cocoa-touch,,,
69312,jquery,,,,
69313,delphi,arrays,,,
69314,.net,,,,
69315,vb.net,winforms,,,
69316,javascript,html,,,
69317,mysql,sql,,,
69318,java,arrays,,,
69319,javascript,,,,
69320,javascript,jquery,,,
69321,c#,,,,
69322,c++,,,,
69323,c++,c,,,
69324,java,,,,
69325,c++,,,,
69326,c#,,,,
69327,sql,,,,
69328,iphone,objective-c,,,
69329,svn,,,,
69330,python,django,,,
69331,sql,database,,,
69332,java,,,,
69333,java,,,,
69334,visual-studio,unit-testing,,,
69335,objective-c,iphone,oop,,
69336,android,,,,
69337,c++,visual-studio,,,
69338,wpf,,,,
69339,html,css,eclipse,,
69340,string,,,,
69341,java,,,,
69342,java,eclipse,,,
69343,java,ruby-on-rails,,,
69344,java,python,,,
69345,vb.net,linq,algorithm,,
69346,sql,,,,
69347,python,,,,
69348,.net,wpf,,,
69349,java,,,,
69350,c#,.net,,,
69351,c#,,,,
69352,performance,,,,
69353,c#,.net,vb.net,,
69354,asp.net,,,,
69355,database,,,,
69356,.net,,,,
69357,c#,asp.net-mvc,,,
69358,javascript,jquery,,,
69359,delphi,string,,,
69360,asp.net-mvc,,,,
69361,php,mysql,,,
69362,jquery,,,,
69363,java,,,,
69364,php,,,,
69365,java,,,,
69366,linux,,,,
69367,c++,,,,
69368,python,,,,
69369,html,perl,,,
69370,python,oop,,,
69371,css,,,,
69372,c#,,,,
69373,c#,string,,,
69374,ruby,,,,
69375,c#,,,,
69376,android,eclipse,,,
69377,css,,,,
69378,c#,.net,,,
69379,java,python,android,,
69380,.net,,,,
69381,visual-studio,svn,,,
69382,asp.net-mvc,,,,
69383,objective-c,,,,
69384,java,,,,
69385,css,,,,
69386,c#,.net,,,
69387,ruby,,,,
69388,python,multithreading,,,
69389,php,mysql,,,
69390,c#,,,,
69391,visual-studio,visual-studio-2008,,,
69392,java,,,,
69393,java,,,,
69394,windows,,,,
69395,c++,,,,
69396,c#,,,,
69397,javascript,,,,
69398,c#,,,,
69399,c#,,,,
69400,asp.net,,,,
69401,iphone,objective-c,,,
69402,java,,,,
69403,c#,linq,,,
69404,c#,.net,,,
69405,sql,,,,
69406,c#,asp.net-mvc,,,
69407,c#,,,,
69408,sql-server,,,,
69409,asp.net-mvc,,,,
69410,sql,,,,
69411,python,,,,
69412,java,python,,,
69413,c#,.net,,,
69414,java,,,,
69415,language-agnostic,,,,
69416,python,,,,
69417,visual-studio-2008,unit-testing,,,
69418,php,,,,
69419,c,linux,,,
69420,c++,,,,
69421,php,eclipse,,,
69422,css,,,,
69423,php,,,,
69424,python,,,,
69425,linux,,,,
69426,sql,sql-server,,,
69427,c++,,,,
69428,c++,,,,
69429,php,,,,
69430,java,eclipse,,,
69431,c,,,,
69432,c,,,,
69433,java,android,,,
69434,c#,winforms,,,
69435,c#,,,,
69436,git,,,,
69437,php,,,,
69438,c#,,,,
69439,android,,,,
69440,iphone,cocoa,,,
69441,iphone,cocoa-touch,,,
69442,c,linux,,,
69443,visual-studio,visual-studio-2008,,,
69444,asp.net,,,,
69445,c#,.net,,,
69446,php,,,,
69447,c#,.net,,,
69448,python,django,,,
69449,c++,,,,
69450,iphone,,,,
69451,jquery,html,css,,
69452,xml,,,,
69453,c#,,,,
69454,c#,.net,windows,winforms,
69455,django,,,,
69456,sql,sql-server,,,
69457,c#,visual-studio-2008,unit-testing,,
69458,asp.net,,,,
69459,visual-studio,visual-studio-2008,,,
69460,asp.net-mvc,,,,
69461,java,,,,
69462,ruby-on-rails,ruby,,,
69463,asp.net-mvc,,,,
69464,html,css,,,
69465,ruby-on-rails,,,,
69466,c++,,,,
69467,css,,,,
69468,java,,,,
69469,c#,.net,,,
69470,asp.net,javascript,,,
69471,.net,,,,
69472,.net,sql,sql-server,,
69473,jquery,asp.net-mvc,,,
69474,iphone,,,,
69475,c#,database,,,
69476,php,,,,
69477,c#,,,,
69478,c#,,,,
69479,java,,,,
69480,c++,c,,,
69481,javascript,html,,,
69482,asp.net-mvc,,,,
69483,.net,asp.net,,,
69484,windows,,,,
69485,asp.net,,,,
69486,c#,linq,,,
69487,debugging,,,,
69488,c++,,,,
69489,xml,ruby,,,
69490,visual-studio,,,,
69491,sql,,,,
69492,wpf,,,,
69493,unit-testing,,,,
69494,git,,,,
69495,php,,,,
69496,java,,,,
69497,database,,,,
69498,winforms,,,,
69499,c++,unit-testing,,,
69500,jquery,,,,
69501,html,css,,,
69502,php,,,,
69503,c#,,,,
69504,visual-studio,,,,
69505,java,performance,,,
69506,iphone,unit-testing,,,
69507,sql,sql-server,,,
69508,android,,,,
69509,.net,wpf,,,
69510,wpf,,,,
69511,iphone,,,,
69512,c#,.net,linq,,
69513,android,,,,
69514,jquery,,,,
69515,python,,,,
69516,c#,xml,,,
69517,java,android,,,
69518,linux,,,,
69519,jquery,,,,
69520,c++,visual-studio,,,
69521,sql,,,,
69522,asp.net,,,,
69523,php,,,,
69524,perl,,,,
69525,perl,arrays,,,
69526,c#,,,,
69527,iphone,debugging,,,
69528,python,,,,
69529,sql-server,,,,
69530,c#,.net,,,
69531,sql,,,,
69532,c#,sql,linq,,
69533,c#,,,,
69534,iphone,,,,
69535,jquery,,,,
69536,c#,.net,asp.net-mvc,,
69537,python,,,,
69538,iphone,,,,
69539,iphone,objective-c,,,
69540,c++,,,,
69541,objective-c,cocoa,,,
69542,sql,,,,
69543,c#,.net,wpf,,
69544,c++,,,,
69545,.net,jquery,,,
69546,wpf,,,,
69547,c++,,,,
69548,visual-studio-2008,,,,
69549,c#,.net,,,
69550,python,django,,,
69551,c++,string,,,
69552,c,linux,,,
69553,java,,,,
69554,iphone,,,,
69555,iphone,,,,
69556,python,django,,,
69557,git,,,,
69558,php,,,,
69559,iphone,,,,
69560,c#,html,string,,
69561,c++,,,,
69562,objective-c,,,,
69563,macos,,,,
69564,multithreading,,,,
69565,ruby-on-rails,ruby,,,
69566,java,,,,
69567,c#,,,,
69568,c#,c,,,
69569,iphone,,,,
69570,c#,,,,
69571,ruby,,,,
69572,c#,visual-studio-2008,,,
69573,perl,,,,
69574,c#,xml,,,
69575,c++,,,,
69576,asp.net,asp.net-mvc,,,
69577,sql-server,,,,
69578,javascript,jquery,,,
69579,vb.net,,,,
69580,python,,,,
69581,c#,linq,,,
69582,django,,,,
69583,iphone,objective-c,,,
69584,asp.net,,,,
69585,regex,perl,,,
69586,php,,,,
69587,c#,,,,
69588,wpf,,,,
69589,java,android,,,
69590,javascript,html,css,,
69591,.net,,,,
69592,php,,,,
69593,wpf,,,,
69594,c++,,,,
69595,java,,,,
69596,css,,,,
69597,linux,,,,
69598,c#,xml,,,
69599,iphone,multithreading,cocoa,,
69600,c#,python,,,
69601,c#,c++,,,
69602,c++,,,,
69603,c,,,,
69604,php,jquery,xml,,
69605,visual-studio,,,,
69606,c++,performance,,,
69607,wpf,debugging,,,
69608,c#,sql-server,,,
69609,c++,visual-studio,,,
69610,c#,.net,winforms,,
69611,windows,,,,
69612,c#,.net,,,
69613,javascript,,,,
69614,java,,,,
69615,performance,delphi,,,
69616,c++,arrays,,,
69617,c#,,,,
69618,android,,,,
69619,.net,,,,
69620,c++,c,,,
69621,.net,,,,
69622,sql,,,,
69623,c++,,,,
69624,c#,winforms,,,
69625,javascript,,,,
69626,c#,wpf,,,
69627,sql,,,,
69628,php,,,,
69629,c#,performance,,,
69630,wpf,,,,
69631,java,,,,
69632,java,,,,
69633,linux,,,,
69634,c#,asp.net,,,
69635,asp.net-mvc,,,,
69636,python,windows,,,
69637,c#,.net,asp.net,,
69638,c#,asp.net-mvc,,,
69639,c#,,,,
69640,language-agnostic,,,,
69641,mysql,,,,
69642,linux,,,,
69643,iphone,objective-c,,,
69644,java,,,,
69645,javascript,,,,
69646,ruby-on-rails,,,,
69647,django,,,,
69648,java,,,,
69649,php,,,,
69650,c#,,,,
69651,svn,,,,
69652,css,,,,
69653,iphone,,,,
69654,javascript,,,,
69655,php,,,,
69656,asp.net,visual-studio-2008,,,
69657,javascript,,,,
69658,linux,,,,
69659,multithreading,language-agnostic,,,
69660,jquery,,,,
69661,c#,asp.net,,,
69662,php,delphi,,,
69663,asp.net,,,,
69664,java,eclipse,,,
69665,git,,,,
69666,javascript,html,,,
69667,java,,,,
69668,python,database,django,,
69669,java,,,,
69670,visual-studio,visual-studio-2008,,,
69671,c#,.net,database,,
69672,c,windows,,,
69673,java,,,,
69674,c#,,,,
69675,python,,,,
69676,mysql,,,,
69677,java,eclipse,debugging,,
69678,linux,perl,,,
69679,.net,,,,
69680,jquery,,,,
69681,php,arrays,string,,
69682,c#,.net,,,
69683,c#,,,,
69684,javascript,,,,
69685,django,,,,
69686,perl,,,,
69687,visual-studio,visual-studio-2008,,,
69688,java,,,,
69689,c#,.net,,,
69690,sql,,,,
69691,git,,,,
69692,c#,asp.net-mvc,,,
69693,sql-server,,,,
69694,javascript,,,,
69695,perl,debugging,,,
69696,java,,,,
69697,perl,,,,
69698,jquery,,,,
69699,python,,,,
69700,c++,,,,
69701,.net,,,,
69702,jquery,,,,
69703,ruby,,,,
69704,sql,sql-server,,,
69705,python,unit-testing,,,
69706,java,,,,
69707,java,xml,android,,
69708,svn,git,,,
69709,perl,,,,
69710,c#,.net,,,
69711,.net,,,,
69712,sql,sql-server,,,
69713,css,,,,
69714,java,,,,
69715,.net,,,,
69716,asp.net,performance,,,
69717,c#,,,,
69718,c#,winforms,,,
69719,sql-server,,,,
69720,visual-studio,,,,
69721,c,,,,
69722,sql-server,,,,
69723,javascript,jquery,,,
69724,java,,,,
69725,ruby-on-rails,,,,
69726,language-agnostic,,,,
69727,python,django,,,
69728,java,,,,
69729,php,mysql,,,
69730,java,windows,,,
69731,asp.net,sql,,,
69732,sql,sql-server,,,
69733,objective-c,,,,
69734,c++,windows,,,
69735,asp.net,,,,
69736,java,,,,
69737,c,linux,macos,,
69738,windows,,,,
69739,eclipse,,,,
69740,windows,,,,
69741,c#,.net,winforms,,
69742,wpf,,,,
69743,.net,,,,
69744,php,,,,
69745,java,android,,,
69746,javascript,,,,
69747,c#,.net,string,,
69748,python,debugging,,,
69749,mysql,sql,,,
69750,c#,,,,
69751,asp.net,,,,
69752,linq,,,,
69753,sql,mysql,,,
69754,database,,,,
69755,c#,,,,
69756,iphone,svn,,,
69757,asp.net,,,,
69758,svn,git,,,
69759,ruby-on-rails,,,,
69760,c#,,,,
69761,algorithm,,,,
69762,html,css,,,
69763,asp.net,,,,
69764,algorithm,string,,,
69765,asp.net-mvc,,,,
69766,.net,,,,
69767,c++,c,,,
69768,asp.net-mvc,,,,
69769,c#,.net,,,
69770,c++,,,,
69771,asp.net,,,,
69772,javascript,,,,
69773,c#,,,,
69774,.net,,,,
69775,c++,visual-studio,,,
69776,oop,,,,
69777,sql,sql-server,,,
69778,.net,c++,windows,,
69779,c#,.net,,,
69780,sql,sql-server,,,
69781,c,,,,
69782,c#,,,,
69783,.net,,,,
69784,c++,unit-testing,,,
69785,python,unit-testing,,,
69786,c#,wpf,windows,winforms,
69787,asp.net,,,,
69788,iphone,cocoa-touch,,,
69789,javascript,jquery,ruby-on-rails,,
69790,java,,,,
69791,c++,,,,
69792,javascript,regex,,,
69793,jquery,visual-studio-2008,,,
69794,android,html,,,
69795,c#,asp.net,,,
69796,eclipse,,,,
69797,c#,,,,
69798,c#,,,,
69799,asp.net,,,,
69800,oop,,,,
69801,sql,,,,
69802,javascript,,,,
69803,c++,unit-testing,,,
69804,java,eclipse,,,
69805,java,,,,
69806,wpf,,,,
69807,.net,c++,string,,
69808,.net,multithreading,,,
69809,c#,,,,
69810,asp.net-mvc,visual-studio,,,
69811,java,,,,
69812,c#,.net,,,
69813,c#,.net,windows,,
69814,c#,performance,,,
69815,ruby-on-rails,,,,
69816,c#,,,,
69817,c++,string,,,
69818,perl,,,,
69819,debugging,,,,
69820,c++,,,,
69821,c++,windows,,,
69822,.net,vb.net,debugging,,
69823,ruby-on-rails,regex,,,
69824,iphone,,,,
69825,python,,,,
69826,iphone,cocoa-touch,,,
69827,regex,,,,
69828,ruby-on-rails,,,,
69829,c#,,,,
69830,php,,,,
69831,ruby-on-rails,,,,
69832,sql-server,,,,
69833,javascript,jquery,arrays,,
69834,c,linux,,,
69835,asp.net,unit-testing,,,
69836,c++,,,,
69837,iphone,,,,
69838,git,,,,
69839,c++,,,,
69840,javascript,,,,
69841,c++,,,,
69842,iphone,,,,
69843,c#,string,,,
69844,java,,,,
69845,php,string,,,
69846,asp.net,asp.net-mvc,,,
69847,php,sql,,,
69848,javascript,jquery,,,
69849,css,,,,
69850,php,,,,
69851,php,,,,
69852,visual-studio,,,,
69853,javascript,unit-testing,,,
69854,linux,,,,
69855,python,regex,django,,
69856,.net,,,,
69857,java,arrays,,,
69858,.net,,,,
69859,mysql,,,,
69860,xml,,,,
69861,asp.net,javascript,,,
69862,php,,,,
69863,html,,,,
69864,ruby-on-rails,ruby,linux,,
69865,git,,,,
69866,javascript,css,,,
69867,c#,,,,
69868,c#,wpf,,,
69869,.net,visual-studio-2008,,,
69870,python,,,,
69871,javascript,jquery,,,
69872,c++,arrays,,,
69873,c++,,,,
69874,c#,,,,
69875,python,,,,
69876,c++,,,,
69877,c#,,,,
69878,javascript,,,,
69879,visual-studio,,,,
69880,javascript,arrays,,,
69881,oop,,,,
69882,database,algorithm,,,
69883,performance,,,,
69884,java,,,,
69885,c++,,,,
69886,c#,,,,
69887,c,string,,,
69888,ruby,,,,
69889,c#,,,,
69890,.net,visual-studio,,,
69891,java,,,,
69892,sql,database,,,
69893,ruby,,,,
69894,debugging,,,,
69895,c#,,,,
69896,objective-c,,,,
69897,javascript,html,,,
69898,android,,,,
69899,mysql,database,,,
69900,svn,,,,
69901,git,,,,
69902,css,,,,
69903,python,,,,
69904,c++,,,,
69905,ruby-on-rails,,,,
69906,java,,,,
69907,windows,delphi,,,
69908,c++,,,,
69909,asp.net-mvc,,,,
69910,asp.net,,,,
69911,sql,performance,,,
69912,delphi,,,,
69913,jquery,,,,
69914,java,android,regex,,
69915,c,,,,
69916,wpf,,,,
69917,sql,sql-server,,,
69918,javascript,regex,,,
69919,iphone,objective-c,,,
69920,c#,multithreading,,,
69921,perl,,,,
69922,c++,,,,
69923,c#,,,,
69924,wpf,,,,
69925,c#,,,,
69926,c#,winforms,,,
69927,.net,,,,
69928,c,,,,
69929,java,,,,
69930,javascript,,,,
69931,jquery,,,,
69932,arrays,,,,
69933,c#,asp.net,,,
69934,javascript,,,,
69935,c++,,,,
69936,java,,,,
69937,php,,,,
69938,java,eclipse,unit-testing,,
69939,c#,visual-studio,visual-studio-2008,,
69940,eclipse,,,,
69941,java,,,,
69942,mysql,,,,
69943,c#,asp.net,,,
69944,c++,,,,
69945,delphi,,,,
69946,.net,,,,
69947,c#,.net,,,
69948,windows,,,,
69949,iphone,,,,
69950,asp.net,,,,
69951,html,,,,
69952,c#,.net,sql-server,,
69953,linq,,,,
69954,c#,.net,,,
69955,python,ruby,,,
69956,c#,.net,,,
69957,java,,,,
69958,python,,,,
69959,python,xml,arrays,,
69960,c++,visual-studio,,,
69961,java,,,,
69962,c++,visual-studio,,,
69963,python,macos,,,
69964,javascript,jquery,,,
69965,iphone,objective-c,,,
69966,java,,,,
69967,iphone,cocoa-touch,,,
69968,iphone,,,,
69969,python,,,,
69970,performance,,,,
69971,asp.net-mvc,,,,
69972,mysql,database,,,
69973,javascript,,,,
69974,.net,sql,visual-studio,debugging,
69975,c#,java,winforms,,
69976,iphone,objective-c,cocoa-touch,,
69977,wpf,,,,
69978,java,arrays,,,
69979,mysql,,,,
69980,wpf,,,,
69981,database,,,,
69982,c#,multithreading,,,
69983,asp.net,,,,
69984,python,,,,
69985,wpf,,,,
69986,python,django,,,
69987,java,,,,
69988,c#,linq,,,
69989,javascript,jquery,,,
69990,perl,,,,
69991,c#,performance,,,
69992,visual-studio,,,,
69993,c,,,,
69994,objective-c,,,,
69995,php,,,,
69996,c#,,,,
69997,visual-studio-2008,,,,
69998,python,multithreading,,,
69999,javascript,,,,
70000,xml,,,,
70001,sql,sql-server,,,
70002,java,,,,
70003,xml,,,,
70004,c#,,,,
70005,iphone,objective-c,,,
70006,java,eclipse,,,
70007,python,oop,,,
70008,javascript,jquery,,,
70009,c++,,,,
70010,delphi,svn,,,
70011,linux,,,,
70012,ruby-on-rails,ruby,,,
70013,wpf,,,,
70014,c,xml,,,
70015,eclipse,,,,
70016,unit-testing,,,,
70017,.net,,,,
70018,jquery,html,,,
70019,string,html,,,
70020,c#,multithreading,,,
70021,c#,,,,
70022,javascript,iphone,objective-c,,
70023,c#,,,,
70024,sql,,,,
70025,.net,,,,
70026,c#,.net,winforms,,
70027,linux,,,,
70028,ruby-on-rails,,,,
70029,python,,,,
70030,iphone,,,,
70031,iphone,cocoa-touch,,,
70032,c#,.net,,,
70033,regex,perl,,,
70034,c#,.net,,,
70035,sql-server,,,,
70036,c#,,,,
70037,perl,performance,,,
70038,linux,,,,
70039,c#,,,,
70040,java,svn,,,
70041,visual-studio,,,,
70042,java,sql,,,
70043,c#,.net,,,
70044,visual-studio-2008,,,,
70045,html,,,,
70046,ruby-on-rails,,,,
70047,jquery,html,,,
70048,c#,.net,winforms,,
70049,algorithm,,,,
70050,css,,,,
70051,asp.net,,,,
70052,c#,,,,
70053,php,sql,html,,
70054,c#,,,,
70055,asp.net-mvc,,,,
70056,c#,.net,linq,,
70057,c++,,,,
70058,winforms,,,,
70059,asp.net,performance,,,
70060,c#,.net,xml,visual-studio-2008,
70061,java,arrays,,,
70062,macos,,,,
70063,delphi,string,,,
70064,java,,,,
70065,java,,,,
70066,php,sql,,,
70067,java,sql,,,
70068,c++,,,,
70069,c#,,,,
70070,asp.net-mvc,visual-studio,,,
70071,sql,mysql,,,
70072,algorithm,language-agnostic,,,
70073,wpf,,,,
70074,c#,,,,
70075,c#,,,,
70076,c#,.net,,,
70077,.net,,,,
70078,iphone,,,,
70079,objective-c,cocoa,,,
70080,c#,.net,winforms,,
70081,javascript,jquery,,,
70082,iphone,,,,
70083,c#,.net,iphone,windows,
70084,asp.net-mvc,,,,
70085,asp.net-mvc,,,,
70086,php,,,,
70087,javascript,asp.net-mvc,,,
70088,java,,,,
70089,python,,,,
70090,iphone,cocoa-touch,,,
70091,wpf,,,,
70092,wpf,,,,
70093,python,django,,,
70094,java,,,,
70095,c++,,,,
70096,c#,xml,,,
70097,c++,,,,
70098,javascript,jquery,,,
70099,java,,,,
70100,windows,,,,
70101,java,,,,
70102,php,sql,mysql,,
70103,c#,,,,
70104,iphone,multithreading,,,
70105,cocoa,macos,,,
70106,python,,,,
70107,java,,,,
70108,macos,,,,
70109,jquery,,,,
70110,c#,,,,
70111,objective-c,,,,
70112,iphone,cocoa-touch,,,
70113,c,algorithm,,,
70114,c#,,,,
70115,jquery,ruby-on-rails,,,
70116,jquery,,,,
70117,asp.net-mvc,,,,
70118,javascript,jquery,css,,
70119,.net,,,,
70120,c#,,,,
70121,php,python,,,
70122,.net,wpf,,,
70123,python,django,,,
70124,c#,,,,
70125,jquery,performance,,,
70126,jquery,html,css,,
70127,c#,,,,
70128,javascript,,,,
70129,c#,wpf,,,
70130,django,,,,
70131,java,,,,
70132,svn,,,,
70133,ruby-on-rails,ruby,,,
70134,c++,,,,
70135,c#,,,,
70136,mysql,,,,
70137,c++,visual-studio-2008,,,
70138,c#,iphone,,,
70139,javascript,string,,,
70140,c#,.net,,,
70141,jquery,,,,
70142,iphone,cocoa,cocoa-touch,,
70143,python,,,,
70144,c#,,,,
70145,php,,,,
70146,sql,,,,
70147,c#,.net,winforms,,
70148,c++,,,,
70149,windows,,,,
70150,c#,.net,,,
70151,c#,.net,vb.net,,
70152,c#,.net,,,
70153,python,,,,
70154,sql,sql-server,xml,,
70155,django,,,,
70156,c,performance,,,
70157,javascript,,,,
70158,c#,,,,
70159,asp.net,.net,sql,sql-server,
70160,c#,,,,
70161,java,,,,
70162,c#,.net,,,
70163,debugging,,,,
70164,c++,,,,
70165,jquery,,,,
70166,c++,,,,
70167,objective-c,,,,
70168,asp.net-mvc,,,,
70169,c#,,,,
70170,xml,,,,
70171,sql,sql-server,,,
70172,windows,,,,
70173,java,,,,
70174,asp.net,,,,
70175,c++,,,,
70176,c#,asp.net-mvc,,,
70177,javascript,,,,
70178,asp.net-mvc,,,,
70179,django,,,,
70180,.net,,,,
70181,c#,.net,performance,,
70182,c#,,,,
70183,iphone,,,,
70184,javascript,,,,
70185,python,,,,
70186,c#,asp.net,,,
70187,asp.net-mvc,,,,
70188,python,django,,,
70189,c#,string,,,
70190,visual-studio,,,,
70191,windows,,,,
70192,python,,,,
70193,java,windows,algorithm,,
70194,asp.net-mvc,,,,
70195,css,html,,,
70196,java,,,,
70197,php,linux,,,
70198,c#,.net,,,
70199,android,iphone,,,
70200,.net,,,,
70201,windows,,,,
70202,javascript,iphone,,,
70203,c++,,,,
70204,c#,,,,
70205,html,css,,,
70206,javascript,jquery,,,
70207,perl,,,,
70208,django,,,,
70209,javascript,jquery,,,
70210,c#,,,,
70211,c#,winforms,,,
70212,wpf,,,,
70213,wpf,,,,
70214,c++,windows,,,
70215,objective-c,cocoa,,,
70216,python,,,,
70217,asp.net,javascript,,,
70218,c#,.net,vb.net,string,
70219,iphone,,,,
70220,c#,,,,
70221,php,,,,
70222,objective-c,,,,
70223,css,,,,
70224,mysql,,,,
70225,java,,,,
70226,c#,oop,,,
70227,python,,,,
70228,c#,visual-studio,visual-studio-2008,,
70229,c#,.net,winforms,,
70230,ruby-on-rails,,,,
70231,asp.net-mvc,,,,
70232,python,,,,
70233,objective-c,cocoa,cocoa-touch,,
70234,java,,,,
70235,c,,,,
70236,string,,,,
70237,java,,,,
70238,winforms,,,,
70239,java,,,,
70240,php,string,,,
70241,php,,,,
70242,python,mysql,,,
70243,mysql,,,,
70244,iphone,,,,
70245,windows,,,,
70246,javascript,html,,,
70247,java,sql,,,
70248,iphone,cocoa-touch,,,
70249,eclipse,,,,
70250,sql,sql-server,string,,
70251,c++,,,,
70252,.net,asp.net,asp.net-mvc,,
70253,c++,c,,,
70254,c++,,,,
70255,mysql,,,,
70256,c,,,,
70257,asp.net,asp.net-mvc,,,
70258,c++,,,,
70259,unit-testing,,,,
70260,wpf,,,,
70261,sql,,,,
70262,c#,linq,,,
70263,wpf,,,,
70264,iphone,macos,,,
70265,xml,delphi,,,
70266,c#,,,,
70267,sql,,,,
70268,jquery,,,,
70269,c#,.net,visual-studio-2008,,
70270,ruby-on-rails,ruby,regex,,
70271,c++,,,,
70272,iphone,,,,
70273,python,sql,django,,
70274,c,,,,
70275,iphone,cocoa-touch,,,
70276,c,arrays,,,
70277,c#,linq,,,
70278,c#,,,,
70279,php,,,,
70280,c#,,,,
70281,c++,,,,
70282,java,,,,
70283,php,,,,
70284,wpf,winforms,,,
70285,c++,,,,
70286,c++,,,,
70287,c,multithreading,,,
70288,sql-server,,,,
70289,c#,multithreading,winforms,,
70290,visual-studio,,,,
70291,c#,.net,,,
70292,c,algorithm,,,
70293,asp.net,,,,
70294,python,mysql,,,
70295,c#,,,,
70296,.net,,,,
70297,wpf,,,,
70298,c#,.net,,,
70299,c#,,,,
70300,cocoa,macos,,,
70301,sql,sql-server,,,
70302,vb.net,,,,
70303,java,,,,
70304,iphone,cocoa-touch,,,
70305,iphone,performance,,,
70306,perl,,,,
70307,c#,,,,
70308,sql-server,,,,
70309,java,eclipse,,,
70310,python,,,,
70311,sql-server,,,,
70312,java,,,,
70313,svn,,,,
70314,html,,,,
70315,java,windows,,,
70316,javascript,,,,
70317,mysql,,,,
70318,asp.net-mvc,vb.net,,,
70319,python,,,,
70320,c#,,,,
70321,c++,,,,
70322,visual-studio-2008,,,,
70323,iphone,,,,
70324,c#,asp.net,,,
70325,sql,mysql,performance,,
70326,perl,,,,
70327,algorithm,language-agnostic,,,
70328,html,,,,
70329,c#,,,,
70330,vb.net,winforms,,,
70331,c++,,,,
70332,java,,,,
70333,delphi,,,,
70334,c++,windows,,,
70335,python,,,,
70336,c#,.net,,,
70337,delphi,unit-testing,,,
70338,jquery,,,,
70339,sql,,,,
70340,eclipse,svn,,,
70341,xml,,,,
70342,sql,sql-server,,,
70343,c++,,,,
70344,c++,performance,,,
70345,android,,,,
70346,sql,,,,
70347,sql,sql-server,,,
70348,c++,visual-studio,visual-studio-2008,,
70349,asp.net,,,,
70350,java,,,,
70351,c#,,,,
70352,javascript,,,,
70353,regex,debugging,,,
70354,algorithm,,,,
70355,c#,,,,
70356,java,,,,
70357,java,eclipse,,,
70358,c++,,,,
70359,wpf,,,,
70360,c#,,,,
70361,css,,,,
70362,php,html,,,
70363,c++,c,,,
70364,c#,,,,
70365,iphone,objective-c,performance,,
70366,php,mysql,,,
70367,c#,.net,,,
70368,c++,sql,,,
70369,ruby-on-rails,,,,
70370,java,,,,
70371,sql,,,,
70372,svn,,,,
70373,c#,,,,
70374,c++,c,,,
70375,asp.net-mvc,css,,,
70376,c#,.net,,,
70377,java,,,,
70378,ruby-on-rails,,,,
70379,java,.net,,,
70380,sql-server,,,,
70381,cocoa,,,,
70382,objective-c,arrays,cocoa,,
70383,python,,,,
70384,python,,,,
70385,css,linux,,,
70386,c#,.net,linq,,
70387,java,,,,
70388,ruby-on-rails,ruby,,,
70389,c++,visual-studio,,,
70390,c#,.net,,,
70391,c++,multithreading,,,
70392,python,string,,,
70393,sql-server,,,,
70394,javascript,jquery,,,
70395,java,,,,
70396,delphi,,,,
70397,asp.net-mvc,visual-studio,,,
70398,sql-server,,,,
70399,c#,.net,,,
70400,c++,,,,
70401,debugging,,,,
70402,mysql,,,,
70403,c#,,,,
70404,c#,winforms,,,
70405,c#,,,,
70406,html,,,,
70407,sql,sql-server,,,
70408,php,,,,
70409,iphone,,,,
70410,jquery,,,,
70411,javascript,,,,
70412,c++,,,,
70413,delphi,,,,
70414,algorithm,,,,
70415,php,arrays,,,
70416,python,windows,linux,,
70417,java,,,,
70418,sql-server,,,,
70419,sql-server,,,,
70420,c#,,,,
70421,wpf,,,,
70422,c++,,,,
70423,asp.net,,,,
70424,javascript,,,,
70425,c#,.net,iphone,,
70426,java,regex,,,
70427,sql-server,performance,,,
70428,javascript,,,,
70429,svn,,,,
70430,c#,,,,
70431,c#,.net,javascript,jquery,
70432,html,css,,,
70433,php,,,,
70434,iphone,objective-c,,,
70435,django,,,,
70436,c#,,,,
70437,c++,,,,
70438,c,string,,,
70439,objective-c,cocoa,cocoa-touch,,
70440,java,oop,,,
70441,database,,,,
70442,java,android,,,
70443,java,regex,,,
70444,c#,linq,,,
70445,mysql,,,,
